time,tweet_id,tweet_text,user_id,location,followers,retweets,country_code,coordinates
Sun Apr 05 00:07:53 +0000 2020,1246590346378858500,años y años desparasitado vacas con ivermectina y resulta ser que parece que mata al virus covid19 httpstcodpld2mgf67,132948471,"Cordoba, Argentina",4373,1,AR,"[[[-64.3195, -31.5235762], [-64.0765511, -31.5235762], [-64.0765511, -31.307337], [-64.3195, -31.307337]]]"
Sat Apr 04 23:59:12 +0000 2020,1246588160672481300,ivermectina ha mostrado ser efectiva para eliminar el coronavirus en cultivos celulares aún no hay ensayos clínicos que hayan determinado su efectividad y seguridad para tratar pacientes con coronavirus no te automediques te puedes matar sin necesidad de coronavirus httpstcolbgvebgwnv,847566414,UIO,519,0,EC,"[[[-78.948465999276, -0.588618000469648], [-78.1648970044175, -0.588618000469648], [-78.1648970044175, 0.255476999458879], [-78.948465999276, 0.255476999458879]]]"
Sun Apr 05 01:55:08 +0000 2020,1246617336532144000,ivermectina el fármaco que podría matar al coronavirus en 48 horas se está probando en australia   mientras hay que seguir en cuarentenatotal y viendo la casadepapel para olvidarnos un rato del covid2019 sarscov2   httpstcoslfqsohyas,57507335,Honduras,5365,2,HN,"[[[-89.3507919, 12.984911], [-83.1355948, 12.984911], [-83.1355948, 17.417354], [-89.3507919, 17.417354]]]"
Sun Apr 05 03:36:30 +0000 2020,1246642847069151200,ok esto suena bien en australia están haciendo pruebas con ivermectina y dicen las pruebas mostraron que el medicamento redujo los niveles del virus en un 998 por ciento en 48 horas había sido completamente eliminado después de tres días httpstcopvuch6cmsq,1095781026331275300,Panama,89,3,PA,"[[[-83.051445, 7.20386], [-77.13939, 7.20386], [-77.13939, 9.6394858], [-83.051445, 9.6394858]]]"
Sun Apr 05 07:46:09 +0000 2020,1246705673485729800,coronavirus  este podría ser el medicamento que contrarresta el coronavirus en 48 horas  un grupo de científicos australianos hizo la investigación con ivermectina un fármaco que se ha usado para el tratamiento de… httpstcouuitm9vi2u,920451553928138800,"Santa Marta, Colombia",1163,0,CO,"[[[-74.2422984564063, 10.7982489953454], [-73.6123448206194, 10.7982489953454], [-73.6123448206194, 11.3486757767071], [-74.2422984564063, 11.3486757767071]]]"
Sun Apr 05 13:45:21 +0000 2020,1246796068890837000,la ivermectina que están probando para interferir la reproducción del covid19 es de uso veterinario al igual que veo levamisoléste eleva el nivel inmunológico,269469705,,52,0,EC,"[[[-80.5711260016766, -1.94730099844728], [-80.1750180035978, -1.94730099844728], [-80.1750180035978, -1.45120600104884], [-80.5711260016766, -1.45120600104884]]]"
Sun Apr 05 22:54:41 +0000 2020,1246934311946915800,covid19  coronavirus ¿por qué se habla del fármaco ivermectinagtgt httpstco59sl65kwyy httpstco9mreelyvgs,126975686,"Montería, Colombia",1620,0,CO,"[[[-76.2429620001678, 8.2412280007418], [-75.6678589968934, 8.2412280007418], [-75.6678589968934, 8.94936500127411], [-76.2429620001678, 8.94936500127411]]]"
Sun Apr 05 23:05:47 +0000 2020,1246937105927934000,lo ultimo ivermectina el medicamento antiparasitario que acaba con el coronavirus en 48 horas httpstcocff5bx2uyp vía marca,164998357,"San Salvador, El Salvador",1274,0,SV,"[[[-89.2698060005546, 13.6262440003008], [-89.1551210001824, 13.6262440003008], [-89.1551210001824, 13.736931999919], [-89.2698060005546, 13.736931999919]]]"
Wed Apr 08 12:53:42 +0000 2020,1247870234561822700,tomhanks ritawilson oigá don pruebe con ivermectinaviene dosis de 6mges un antiparasitario animal que mata al covid19 en 48hs partiría la pastilla en dos y cada mitad en 3 partes tomo cada parte cada 8 horas osea el tratamiento dura 2 días antes de la tomas hago dosaje y vuelvo a hacer después,2352262170,"San Juan, Argentina",570,0,AR,"[[[-68.603026, -31.509462], [-68.508215, -31.509462], [-68.508215, -31.480363], [-68.603026, -31.480363]]]"
Thu Apr 09 10:47:58 +0000 2020,1248200977540399000,aampty tdearias popaarias hay estudios en procesos para el uso de la ivermectina contra el covid19,514679233,Panamá,686,0,PA,"[[[-83.051445, 7.20386], [-77.13939, 7.20386], [-77.13939, 9.6394858], [-83.051445, 9.6394858]]]"
Sat Apr 11 16:27:07 +0000 2020,1249011106330423300,en charla en vivo de jama y de nejm plantean tratamiento en los cados leves y profilaxis en los expuestos como que se habla de la ivermectina está alguien aquí en py planteando hacer por lo menos casos controles con ivermectina que no es tan tóxico como la cloroquina httpstcoqtovzfpuwx,200158875,ArakaMiAmor Ville. Parawhy,1206,0,PY,"[[[-57.8153496, -25.9842911], [-57.1550064, -25.9842911], [-57.1550064, -25.1088905], [-57.8153496, -25.1088905]]]"
Thu Apr 16 11:22:21 +0000 2020,1250746344823820300,será o mebendazol albendazol secnidazol ivermectina httpstcowbau5fuhj9,127390168,Teresina / Madrid / Joinville,752,0,BR,"[[[-49.1925659, -26.449305], [-48.740383, -26.449305], [-48.740383, -26.0740739], [-49.1925659, -26.0740739]]]"
Thu Apr 16 17:59:07 +0000 2020,1250846198224822300,drhuerta he leído que están haciendo pruebas con la ivermectina para controlar el virus usted nos puede informar sobre esto httpstcosl5iovvoab,255562030,"Lima, Peru",442,0,PE,"[[[-77.8861000778241, -13.3233069582008], [-75.5081560807494, -13.3233069582008], [-75.5081560807494, -10.269973980131], [-77.8861000778241, -10.269973980131]]]"
Sun Apr 19 19:21:40 +0000 2020,1251954132442845200,repdom no existe evidencia de que la ivermectina tenga utilidad clínica para el tratamiento del  covid19 la eficacia de un medicamento no puede ser comprobada si no se realiza un estudio que incluya un grupo control no sustituyamos la ciencia por la experiencia,2897505598,"Chicago, IL",287,3,US,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]"
Mon Apr 27 05:27:59 +0000 2020,1254643432322105300,leyendo ¿qué es la ivermectina el fármaco que podría eliminar el covid19 en 48 horas según científicos australianos en httpstcozboftst6hz vía salud180,453646516,Guatemala,15569,1,GT,"[[[-92.2273874, 13.72873], [-88.2210552, 13.72873], [-88.2210552, 17.816205], [-92.2273874, 17.816205]]]"
Fri May 01 13:09:56 +0000 2020,1256209237857890300,luiszuritag ricardo90893672 ssrn saludos maestro luiszuritag he tenido la oportunidad de sugerir la toma de ivermectina a algunos pacientes atendidos por telemedicina con sintomatología compatible con covid19 incluso diabéticos y les ha ido bien  lastimosamente sin evidencia de laboratorio,2859773775,,228,1,EC,"[[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]"
Sat May 02 22:11:09 +0000 2020,1256707827143454700,iel antiparasitario ivermectina acaba con el coronavirus en 48 horas ​descubrimos que incluso una sola dosis podría eliminar esencialmente todo el arn viral a las 48 horas y que incluso a las 24 horas hubo una reducción realmente significativa afirman los científicos httpstcohygk92bvf7,278725934,Guayaquil,226,2,EC,"[[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]"
Wed May 06 12:29:03 +0000 2020,1258010891104157700,joseluisgil1000 la restricción de horarios así que haya más aglomeración ya en provincias han empezado a escasear productos y medicinas ya no existen azitromicina warfarina aspirina ivermectina en comprimidos vick vaporub y todo lo que tenga que ver relación con el covid19,603737452,PIURA,655,0,PE,"[[[-80.7695848815857, -5.22993599633396], [-80.590438078353, -5.22993599633396], [-80.590438078353, -4.93041302740088], [-80.7695848815857, -4.93041302740088]]]"
Thu May 07 11:46:34 +0000 2020,1258362584861831200,a paso de vencedor tratamiento de covid19 con ivermectina en puerto plata y punta cana httpstcod8qdolsiix,229334332,República Dominicana,375019,3,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Fri May 08 17:36:32 +0000 2020,1258813048220840000,la ivermectina cura el coronavirus es barata y se fabrica en el país httpstcorfdc2wemmk,229334332,República Dominicana,375019,15,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Sun May 10 15:11:18 +0000 2020,1259501274401247200,alguno de mi tl seguidor ya probó la ivermectina es el trend de la medicina contra el covid19  hay otra farmacia que también lo ofrece y en todas las veterinarias httpstcotxupd5hjbm,16185748,"Santa Cruz, Bolivia",2269,1,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Sun May 10 23:10:03 +0000 2020,1259621755146076200,coronavirus  científicos australianos consiguen resultados esperanzadores en laboratorio ivermectina el medicamento antiparasitario que acaba con el coronavirus en 48 horas  un científico,3107460182,,6,0,PA,"[[[-83.051445, 7.20386], [-77.13939, 7.20386], [-77.13939, 9.6394858], [-83.051445, 9.6394858]]]"
Mon May 11 04:44:40 +0000 2020,1259705965143888000,ivermectina ¿qué es este medicamento que acaba con el coronavirus en 48 horas     covidー19 covid19 entérese aquí httpstcovarjx7cifz httpstcozvryt1isfb,1253000358865129500,Lima - Perú,10,1,PE,"[[[-77.0094640826507, -12.1138759753158], [-76.9754401177714, -12.1138759753158], [-76.9754401177714, -12.0795720335272], [-77.0094640826507, -12.0795720335272]]]"
Mon May 11 19:41:47 +0000 2020,1259931731576094700,alcaldesa de santa cruz pide fabricación a la brevedad posible de ivermectina  esta es su carta de solicitud a laboratorios nostas  dicen que puede ser la mejor opción contra el coronavirus httpstcor2odo43cmk,730086354,,29004,19,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Mon May 11 23:35:44 +0000 2020,1259990606228660200,atención bolivia covid19  una clínica privada en santacruz señaló que están utilizando ivermectina para tratar el coronavirus y les está dando buenos resultados el colegio médico departamental señaló que el comité científico evaluará el uso de éste medicamento bolivisión httpstcoospodrcdyq,161176332,Bolivia,20643,70,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Tue May 12 00:43:44 +0000 2020,1260007720112906200,sobre el uso de ivermectina el colegio médico de santa cruz en comité científico confirmó que no está contraindicada para el coronavirus recomienda no automedicarse y anuncia que lo protocolarizarán la alcaldía cruceña anuncia que el dr vdbherland estará en asesoramiento httpstcomweva9s6cn,370337331,SANTA CRUZ DE LA SIERRA ,21041,1,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Tue May 12 04:20:53 +0000 2020,1260062366861009000,oxlackcastro podrías investigar el uso de este medicamento ivermectina para tratamiento de covid19,905400988194000900,"Reforma, Chiapas",141,0,MX,"[[[-93.3810589, 17.746219], [-93.090037, 17.746219], [-93.090037, 17.985291], [-93.3810589, 17.985291]]]"
Wed May 13 04:29:06 +0000 2020,1260426823281840000,observaciones bioéticas al uso de la ivermectina contra el covid19 1 httpstcofy9bnzbxft,229334332,República Dominicana,375019,0,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Wed May 13 11:11:10 +0000 2020,1260528002850599000,la ciudadanía no puede comprar ivermectina libremente debe tener indicación médica para hacerlo y no es un medicamento preventivo sólo se debe utilizar si se presentan síntomas de covid19 lo acaba de decir el dr virgilio preto del min de salud en larevistaaldia,161176332,Bolivia,20643,59,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Wed May 13 13:13:50 +0000 2020,1260558876736397300,bioética covid19 e ivermectina un enfoque del magistrado danilocaraballo oportuno por demás httpstcoc2vtncwxtq,227847764,"Santo Domingo, D.N.",3615,1,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Wed May 13 14:15:59 +0000 2020,1260574516306116600,autorizan el uso experimental de la ivermectina en bolivia para tratar el covid19  al respecto hoy entrevistamos al dr virgilio prieto jefe de epidemiología del min de salud en larevistaaldia de bolivisión  video completo httpstcowgfatx9enj httpstcoc46ywkt5mq,161176332,Bolivia,20643,3,BO,"[[[-63.166153, -17.795715], [-63.166153, -17.795715], [-63.166153, -17.795715], [-63.166153, -17.795715]]]"
Fri May 15 12:52:38 +0000 2020,1261278317413630000,ivermectina la droga usada en caballos y vacas que mata al coronavirus en 48 horas  infotechnology httpstco2eta034bgd,106491252,mexico df.,740,0,MX,"[[[-99.1843501, 19.3998346], [-99.122382, 19.3998346], [-99.122382, 19.4658366], [-99.1843501, 19.4658366]]]"
Sun May 17 05:17:12 +0000 2020,1261888477584593000,⭕policia con  covid19  se recupera con ivermectina httpstcon4oo7ldhkd,374906954,Nueva York,245,8,US,"[[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]]"
Sun May 17 19:16:50 +0000 2020,1262099780412543000,como sucedió con la ivermectina lamentablemente promocionada por un médico sin ética en bolivia sin problemas estudio clínicos y promocionada lamentablemente por grupoeldeber covid19 minsaludbolivia httpstco0j0k15cvek,3081476659,,1554,0,BO,"[[[-69.6407623, -22.897682], [-57.453894, -22.897682], [-57.453894, -9.669105], [-69.6407623, -9.669105]]]"
Mon May 18 13:20:13 +0000 2020,1262372418666074000,ser gay está bien ser bisexual está bien ser hetero está bien ser trans está bien ¿sabes que no está bien colocarle ivermectina a todos los pacientes covid19 solo porque leíste por ahí que había un estudio,893481709315907600,"El Oro, México",6895,7,MX,"[[[-100.148357, 19.7283521], [-99.957408, 19.7283521], [-99.957408, 19.8568811], [-100.148357, 19.8568811]]]"
Tue May 19 05:01:24 +0000 2020,1262609277119799300,este aprista de mierda ya sabe que la azitromicina ivermectina y prednisona curan el coronavirus y los ha puesto por las nuves éstas drogas el estado debe investigar la procedencia de su dinero lavo desde 1985 hasta 1995 incluso después que polay fue encarcelado httpstco7qcgjqnrdq,1233749568430497800,"Lima, Peru ECONOMISTA ",3348,3,PE,"[[[-77.0850961176375, -12.0136200307351], [-77.059088999656, -12.0136200307351], [-77.059088999656, -11.9261780089949], [-77.0850961176375, -11.9261780089949]]]"
Wed May 20 01:03:28 +0000 2020,1262911788439437300,actualización⭕ hlgatell dice que hay investigación el uso de remdesivir y de ivermectina contra el coronavirus  el uso indebido es altamente tóxico  87punto3  httpstcoo3utwucgtm 📻🚩 httpstcohxd3yr9ia6,110045055,CDMX,1655,0,MX,"[[[-99.13102269172668, 19.43256001087056], [-99.13102269172668, 19.43256001087056], [-99.13102269172668, 19.43256001087056], [-99.13102269172668, 19.43256001087056]]]"
Wed May 20 10:26:26 +0000 2020,1263053462763442200,realrvkunze sr ricardo soy médico veterinario llevo trabajando con la ivermectina hace aproximadamente 25 años tengo la solución para acabar con el coronavirus,631681138,lima peru,341,0,PE,"[[[-76.9977230389369, -12.0877319713358], [-76.7837768396263, -12.0877319713358], [-76.7837768396263, -11.9934700172237], [-76.9977230389369, -11.9934700172237]]]"
Thu May 21 01:01:12 +0000 2020,1263273604281782300,y teóricamente ya tienen como primera línea de tratamiento ivermectina httpstcoyg3mekhjnd,112062513,CIUDAD DE MEXICO,159,0,MX,"[[[-98.863407, 20.023592], [-98.688209, 20.023592], [-98.688209, 20.187683], [-98.863407, 20.187683]]]"
Thu May 21 09:04:02 +0000 2020,1263395111636856800,investigadora intensivista cuestiona rechazo a la sociedad de infectología a la ivermectina en pacientes de covid19 httpstcotohiiohmy6,229334332,República Dominicana,375020,3,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Thu May 21 16:29:10 +0000 2020,1263507136161644500,según muchos infectologos recomiendan el uso de estos medicamentos previa receta médica hay un médico en una cadena de radio llamada exitosa que asegura que con el uso de éstos medicamentos el covid19 está curado donde encuentro consenso es la ivermectina ojalá que sea así httpstcobxhspakbcl,1233749568430497800,"Lima, Peru ECONOMISTA ",3348,2,PE,"[[[-77.0850961176375, -12.0136200307351], [-77.059088999656, -12.0136200307351], [-77.059088999656, -11.9261780089949], [-77.0850961176375, -11.9261780089949]]]"
Thu May 21 21:54:17 +0000 2020,1263588954357424000,amigo si te tragas la ivermectina como si fueran dulces no solo vas a matar el coronavirus te vas a morir tú también no mames 🤦🏻‍♀️,2884763512,,202,0,MX,"[[[-99.995232, 16.684013], [-99.476067, 16.684013], [-99.476067, 17.233886], [-99.995232, 17.233886]]]"
Fri May 22 14:05:38 +0000 2020,1263833399833374700,la base p indicar fármacos “vs” covid19 es individualizar  si tiene covid19 y lupus paludismo o artritis reumatoide hidroxycloroquina si tiene covid19 y escorbuto vit c si tiene covid19 y piojos ivermectina si tiene solo covid19 no le den hdspm❗️  solo enoxaparacetamol,1048707026908577800,"Querétaro Arteaga, México",23372,78,MX,"[[[-100.197802, 20.2046909], [-99.831768, 20.2046909], [-99.831768, 20.5714581], [-100.197802, 20.5714581]]]"
Fri May 22 13:55:33 +0000 2020,1263830866058346500,dr redondo propone debate médicocientífico de uso ivermectina en coronavirus httpstcobvtgs0ijuv,229334332,República Dominicana,375020,3,DO,"[[[-69.9963185929507, 18.424797835135], [-69.860465239982, 18.424797835135], [-69.860465239982, 18.5467520186245], [-69.9963185929507, 18.5467520186245]]]"
Sun May 24 01:04:43 +0000 2020,1264361652469801000,❗el pueblo salva al pueblo la ivermectina ha sido aprobada como fármaco para tratamiento de covidー19 en casos leves moderados y severos según la resolución ministerial n° 2702020minsa 🇵🇪  cuarentena peru salud httpstcoa3uhio4bmy,97487097,"San Juan de Lurigancho, Peru",877,3,PE,"[[[-77.027995077233, -12.0393559784059], [-76.8954009569297, -12.0393559784059], [-76.8954009569297, -11.8607319928036], [-77.027995077233, -11.8607319928036]]]"
Sun May 24 14:46:30 +0000 2020,1264568460887146500,amigos el cierto que el nuevo coronavirus su tratamiento médico es con ivermectina  por favor respondan,71393176,Pucallpa - Perú ,1081,0,PE,"[[[-73.566443158755, -3.88812302868291], [-73.207986841756, -3.88812302868291], [-73.207986841756, -3.70264104237248], [-73.566443158755, -3.70264104237248]]]"
Sun May 24 23:38:20 +0000 2020,1264702301580734500,amigos ojalá hayan pasado un feliz domingo aún con la pandemia que entristece a muchos hogares parece que se ve una luz en el túnel los médicos peruanos parece que están llegando a un consenso para tratar el covid19 con la ivermectina dios permita que así sea para tener calma,1233749568430497800,"Lima, Peru ECONOMISTA ",3348,8,PE,"[[[-77.0850961176375, -12.0136200307351], [-77.059088999656, -12.0136200307351], [-77.059088999656, -11.9261780089949], [-77.0850961176375, -11.9261780089949]]]"
Mon May 25 02:47:15 +0000 2020,1264749844037537800,covid19  lo que se sabe de la ivermectina cuartopoder solcn susanegoavil,71393176,Pucallpa - Perú ,1081,0,PE,"[[[-81.3281479193672, -18.3497280290367], [-68.6730880806328, -18.3497280290367], [-68.6730880806328, -0.0388399739132714], [-81.3281479193672, -0.0388399739132714]]]"
Mon May 25 03:23:01 +0000 2020,1264758846855221200,un informe periodístico puso en evidencia al gerente quirúrgico del hospital alberto sabogal quien aprovechando la desesperación de familias con pacientes covid19 vende ivermectina por whatsapp y luego las entrega presencialmente httpstcorkaeaoynpd,449113995,Chiclayo-Perú,1549,2,PE,"[[[-79.8696219576114, -6.83620803434244], [-79.7777989194749, -6.83620803434244], [-79.7777989194749, -6.74279999933946], [-79.8696219576114, -6.74279999933946]]]"
Mon May 25 20:34:40 +0000 2020,1265018467679449000,coronavirus ¿la ivermectina ha sido efectiva contra la covid19 estudio revela que aún no está probado que sirva contra el virus httpstcolzwkjlh0t8 vía vitalrpp,2422533931,"San Luis, Peru",62,0,PE,"[[[-77.8861000778241, -10.69370298315], [-77.5977019177326, -10.69370298315], [-77.5977019177326, -10.3207869911254], [-77.8861000778241, -10.3207869911254]]]"
Mon May 25 22:00:39 +0000 2020,1265040107670835200,🔴🟢 loúltimo donación de medicamento ivermectina al 1  un lote de más de 200 cajas de invermectina al 1 y que serán entregados tanto a essalud y minsa en donación por parte de la municipalidad de talara llegó el día de hoy éste  sirve para pacientes con covid19 httpstcojpw3fu1ic3,89740251,Lima-Perú,233,1,PE,"[[[-81.2982481170012, -4.67109999042812], [-80.8284610795043, -4.67109999042812], [-80.8284610795043, -4.30751897885835], [-81.2982481170012, -4.30751897885835]]]"
Tue May 26 02:15:01 +0000 2020,1265104121880772600,sebfacundo frospigliosi primerpedal civisdiestra ottmarboris marthachavezc juansheput hectorbecerrilr susanabozzo 16091959 salvadorheresi oscarsignus es la fiebre del coronavirus todo es rojete tome su ivermectina haber si la ve negras como la gente normal,236271635,TRUJILLO - PERU,231,0,PE,"[[[-79.0615900814438, -8.15646402104327], [-78.9810181179055, -8.15646402104327], [-78.9810181179055, -8.08864704240051], [-79.0615900814438, -8.08864704240051]]]"
Wed May 27 01:17:24 +0000 2020,1265452007881617400,inoraf1 la ivermectina es un antiparasitario que se usa en animales su uso se ha vuelto popular para el tratamiento de dengue zika chikungunya incluso casos de vih y según un  estudio reciente tiene acción contra el coronavirus pero invitro de ahí que se ha empezado a usar,471579827,Quito y a veces Marcabeli,872,0,EC,"[[[-80.0007989994836, -3.84255200057102], [-79.8499930004863, -3.84255200057102], [-79.8499930004863, -3.70394499964038], [-80.0007989994836, -3.70394499964038]]]"
Wed May 27 01:47:41 +0000 2020,1265459627795382300,ojosvistas rzp140650 dios te bendiga te proteja y sane de esta enfermedad te recomiendo si estás asintomático o ya presentas síntomas del covid19 tomes ivermectina tu dosis por kg de peso 2 días seguidos tienes que tomarla con estómago vacío he curado varias personas con este medicamento httpstcoaibgxpqhty,189658656,,238,3,PE,"[[[-79.8696219576114, -6.83620803434244], [-79.7777989194749, -6.83620803434244], [-79.7777989194749, -6.74279999933946], [-79.8696219576114, -6.74279999933946]]]"
Wed May 27 21:32:25 +0000 2020,1265757779656151000,httpstcokk4qvrckaz  en zonas rurales de manabí se estaría usando ivermectina contra el covid19 gtgt  httpstcofdqldlh5ek,1187127822843875300,"Valley Stream, NY",1291,0,US,"[[[-73.728427, 40.644775], [-73.68145, 40.644775], [-73.68145, 40.679495], [-73.728427, 40.679495]]]"
Fri May 29 15:57:43 +0000 2020,1266398321817649200,doctor ugarte analiza pruebas con ivermectina contra el covid19 los resultados son promisorios  coronavirus  24horas httpstcop5uum8n6kv,3396243737,"Santiago, Chile",4790,3,CL,"[[[-70.7923321, -33.3427149], [-70.3127153, -33.3427149], [-70.3127153, -32.941179], [-70.7923321, -32.941179]]]"
Fri May 29 17:05:40 +0000 2020,1266415422540329000,vénganse que si hay ivermectina previene a tiempo el coronavirus httpstcohiqgyzwsan,172194560,"puerto ordaz, venezuela",1415,0,VE,"[[[-67.4417596, 3.60774], [-60.2654305, 3.60774], [-60.2654305, 8.4530017], [-67.4417596, 8.4530017]]]"
Fri May 29 22:45:26 +0000 2020,1266500927776850000,alerta  no solo este antiparasitario llamado ivermectina también la hidroxicloroquina que causa problemas cardíacos y ya supendido por la who  se han suministrado para tratar covid19  qué dios y la ciencia nos ayude para el mejor tratamiento y obtener pronto la vacuna 👀👇🏻 httpstcouipb5okeb3,32319396,"Guayas, Ecuador",2169,2,EC,"[[[-80.4676050033072, -3.06371600046572], [-79.7147810026682, -3.06371600046572], [-79.7147810026682, -1.96227400010509], [-80.4676050033072, -1.96227400010509]]]"
